,Brewery_type,Brewery_name,State,Latitude,Longitude,Google_rating,Google_num_ratings,Yelp_rating,Yelp_num_ratings,Yelp_review_text,Overall_rating,Overall_num_ratings
6058,Taproom,Copper Club Brewing Co,CO,39.159174,-108.73149,4.7,141.0,4.5,48.0,Great beer. Bring your own food. Nice people. Typical fruita atmosphere . If you like a good beer this is the place to go,4.6,189.0
6059,Taproom,Copper Furrow Brewing,MT,46.6126,-112.016609,4.7,125.0,4.0,17.0,Over 2 visits we tried most of the beers and all of them were excellent. Copper Furrow does a good job of offering a good variety of different types of...,4.35,142.0
6061,Taproom,Copper Hop Brewing Company,MI,42.465665,-82.898473,4.9,95.0,4.5,23.0,What can I say....this is simply a great brewery.  I've been here a few times since Covid restrictions were lifted.  They have an overall fantastic...,4.7,118.0
6062,Taproom,Copper Kettle Brewing Company,CO,39.69253,-104.891249,4.7,299.0,4.5,231.0,"Got beers here because My car was being repaired across the street.  Very glad I did.

It's not in a trendy location, but the space is nice and, most...",4.6,530.0
6064,Taproom,Copper Trail Brewing Co,MN,45.890212,-95.37717099999999,4.8,165.0,4.5,12.0,This place has gotten a lot better!  Last week was my first visit to their new location and I was pretty impressed.  They were strictly following the Covid...,4.65,177.0
6066,Taproom,Core3Brewery,NJ,39.663338,-75.092895,4.8,44.0,4.5,8.0,"Cool spot, brewery has a cool vibe, friendly staff. Beer was average, but they are newer so I will give them the benefit of the doubt I came on an off time....",4.65,52.0
6069,Taproom,Corporate Ladder Brewing Company,FL,27.599582,-82.512385,4.8,234.0,4.5,36.0,What a great little brewery.  Some of the sours were spectacular; imperial peach sour and a caramel! Berry Pastry  sour.  There guys really do pastry...,4.65,270.0
6070,Taproom,Corralitos Brewing Co,CA,36.950137,-121.792969,4.7,113.0,4.5,82.0,I don't know if they deliver but we stopped by to pick up some crowlers. Their beer is amazing. The curbside pickup was convenient. The service was quick...,4.6,195.0
6071,Taproom,Cortland Beer Company,NY,42.599771999999994,-76.179754,4.8,67.0,4.0,24.0,We were looking for a dog friendly place to go on a Friday night and absolutely loved it here. The staff was so friendly. They kept asking us if our pup was...,4.4,91.0
6072,Taproom,Cosmic Brewery,CA,33.846363000000004,-118.311407,4.3,112.0,4.0,121.0,Absolutely LOVE everything about Cosmic Brewery! The beer is great. The people who run JT are awesome! I took some beer home (due to covid restrictions) and...,4.15,233.0
6073,Taproom,Cosmic Eye Brewing,NE,40.815665,-96.62714799999999,4.7,120.0,4.5,11.0,Our favorite local brewery. Stop here very week. They have fantastic beers that they keep on tap year round and they change out a lot of their beers so...,4.6,131.0
6074,Taproom,Cotherman Distilling Co,FL,28.014256,-82.788948,4.9,14.0,4.5,7.0,"I have no idea whether their products are any good. Twice I've pulled in on a Friday evening and they're closed. However, this is one of those places that...",4.7,21.0
6075,Taproom,Cotton House Craft Brewers,NC,35.784465000000004,-78.780936,4.7,129.0,4.5,37.0,"This concept is so cool and I've never seen anything like it! Come drink some beer in a historical house and hang with your friends!

Because it's a...",4.6,166.0
6076,Taproom,Couch Brewery,PA,40.469505,-79.909022,4.7,144.0,4.5,42.0,"I have been here a few times, and I really love this place ... it has one of the coolest and homiest vibes around with music on-pointe.  The decor is...",4.6,186.0
6077,Taproom,Counterbalance Brewing Company,WA,47.545477000000005,-122.32798799999999,4.7,88.0,4.5,40.0,"This brewery is located a few miles from the 'main street' of Georgetown (I.e. Airport Way), and still has the charm of a Georgetown brewery. The...",4.6,128.0
6079,Taproom,County Line Brewing,ID,43.654603,-116.29584299999999,4.9,108.0,5.0,16.0,"Somebody said this is as close to a 'Cheers' bar as you'll find in Boise. They were spot on and, btw, the beer they make is AWESOME and the folks who pour...",4.95,124.0
6081,Taproom,Cox Brewing Company,PA,40.130416,-76.584266,4.8,56.0,4.0,5.0,"Updated 6/3/17  had a better experience this time. Had another ale that was delish!! 

Thru word of mouth we found this little dive. Cheap microbrew's....",4.4,61.0
6082,Taproom,Crabtree Brewing,CO,40.390989000000005,-104.72693100000001,4.8,156.0,4.5,42.0,An amazingly upbeat and friendly staff greets you and is able to share their favorites along with details about any of the styles the are serving. I highly...,4.65,198.0
6083,Taproom,Craft Brewers of Boise,ID,43.608703000000006,-116.243081,4.7,47.0,4.0,9.0,"Good beer selection, good to go options, friendly staff.  Ambience ok. I would recommend if you are on the bench and looking for a good local establishment!",4.35,56.0
6084,Taproom,Craft Life Brewing,FL,28.345664000000003,-82.702005,4.7,104.0,5.0,4.0,Bartender most likely owner was very friendly. Lots of parking. Lots of choices on tap. Had a fundraising event on Saturday which was held outside. Love...,4.85,108.0
6085,Taproom,CraftRoots Brewing,MA,42.1416,-71.492289,4.5,159.0,4.5,39.0,The beer is fantastic and the owners are so nice....delivery available during Stay at Home order available.,4.5,198.0
6086,Taproom,Craftboro Brewing Depot,NC,35.903958,-79.07154200000001,4.8,26.0,5.0,9.0,I am loving the COVID-19 safety measures here. The patio is on the smaller scale so reservations are required at the moment. It's easy! You go onto their...,4.9,35.0
6088,Taproom,Crafty Ales and Lagers,NY,42.95782,-77.056828,4.9,67.0,5.0,17.0,Delicious beer!!! Always an amazing staff! Everything a small town brewery should strive to be!!,4.95,84.0
6089,Taproom,Crafty Bastard Brewery,TN,35.974337,-83.922364,4.6,34.0,4.5,73.0,"Covid19 Update:

Times are super weird right now, and I'm super grateful that beer is still plentiful. Crafty Bastard continues to make some of the best...",4.55,107.0
6090,Taproom,Crane Brewing Company,MO,39.004725,-94.462464,4.9,302.0,4.5,71.0,"I am always telling people that Crane is one of, if not my #1, favorite brewery in KC. 

I first got hooked at a Yelp event several years ago when they were...",4.7,373.0
6091,Taproom,Crank Arm Brewing Co,NC,35.775445,-78.644058,4.5,344.0,4.0,184.0,Outstanding beer! I got the road hazard and the unicycle. Both are good beers. The social distancing protocols were great and were actively enforced.,4.25,528.0
6093,Taproom,Crasian Brewing Co,IN,40.602975,-86.867553,5.0,64.0,5.0,12.0,"This review is written during the Covid-19 shutdown.  

I ordered online and once I got to the website, the order and pay process was easy.  They do offer...",5.0,76.0
6094,Taproom,Crazy Rooster Brewing Company,VA,37.504936,-77.74499200000001,4.7,42.0,4.5,4.0,Love this spot! A true gem in Powhatan county. A great selection on tap - I've enjoyed everything I've tried (But especially their wheat ale & gose). The...,4.6,46.0
6095,Taproom,Creative Creature Brewing Company,CA,32.795481,-116.962682,4.7,52.0,5.0,40.0,"This is an awesome brewery! Great prices and super nice staff! during this quarantine, they had $10 growler fills and were also selling 4 packs. The growler...",4.85,92.0
6096,Taproom,Crescent Brewery,ID,43.576659,-116.55507,4.7,74.0,4.5,16.0,"These guys brew some fantastic beer here! I recommend the Chocolate Porter, Oatmeal Stout, Dark IPA, it's all good. The service is fantastic. The owner and...",4.6,90.0
6097,Taproom,Creston Brewery,MI,42.989641,-85.66368299999999,5.0,14.0,4.0,130.0,We live so close but have only come here a handful of times for brunch and once for lunch before they redid the menu. The menu has a good variety and I'll...,4.5,144.0
6103,Taproom,Crooked Crab Brewing Company,MD,39.097061,-76.693965,4.7,365.0,4.5,84.0,"COVID 19 Beer Experience: 


Really well done! We drove half an hour to try this spot out. Not only do they serve great beers on tap and in the cans, they...",4.6,449.0
6104,Taproom,Crooked Current Brewery,RI,41.872572,-71.40572,4.7,98.0,5.0,43.0,"We stumbled upon this brewery after hitting up the escape room next door, and I'm so glad we did! They don't serve food, but I heard there is typically a...",4.85,141.0
6105,Taproom,Crooked Eye Brewery,PA,40.179324,-75.1049,4.7,171.0,4.5,53.0,"We were in the area and had been eyeing up Crooked Eye for a little while now, so we had to stop in. It was a Saturday late afternoon and they weren't very...",4.6,224.0
6106,Taproom,Crooked Goat Brewing,CA,38.403894,-122.81974,4.6,224.0,4.5,235.0,Currently my favorite brewery in Sonoma County! The beer is delicious! They do an amazing job capturing all the wonderful features of a classic IPA and...,4.55,459.0
6107,Taproom,Crooked Handle Brewing Co,OH,39.577993,-84.228521,4.7,143.0,4.5,54.0,The beers have always been good and the service friendly. The addition of food has made Crooked Handle even better. Our party of four tried a number of menu...,4.6,197.0
6108,Taproom,Crooked Lane Brewing Co,CA,38.909471,-121.076402,4.6,241.0,4.0,162.0,Crooked Lane was the perfect end to our day in Auburn (when it was sweltering hot). I eagerly looked forward to a cold beverage from Crooked Lane Brewing on...,4.3,403.0
6109,Taproom,Crooked Pecker Brewing,OH,41.415943,-81.346262,4.9,54.0,4.5,10.0,"My local brewery. The only negatives seem to be they don't offer growlers, they seem to run out of canned beers, and they don't always have the same beers...",4.7,64.0
6111,Taproom,Crooked Run Brewing Sterling Taproom,VA,38.994532,-77.422948,4.7,462.0,4.5,164.0,"I love crooked!

They added outdoor seating and it like tripled how many people can come drink!


Covid procedures are 10/10 

They don't have many sours...",4.6,626.0
6112,Taproom,Crooked Thumb Brewery,FL,27.987514,-82.69879399999999,4.7,305.0,4.5,102.0,Love the location of this place - off the beaten path of downtown Safety Harbor. They bring fun events to the brewery even during Covid-19 like a pop up...,4.6,407.0
6113,Taproom,Crooked Tooth Brewing Co,AZ,32.227583,-110.96765500000001,4.7,274.0,4.5,129.0,Crooked Tooth is officially my favorite beer spot in Tucson. I have been impressed with how they have navigated COVID-19. Their to-go process is efficient...,4.6,403.0
6116,Taproom,Crucible Brewing Woodinville Forge,WA,47.756890999999996,-122.167721,4.8,96.0,4.5,23.0,"A sweet little gem of good beer and good times, tucked way too secretly away behind the McLendon's in Woodinville. There's a light-warehouse block of...",4.65,119.0
6117,Taproom,Crucible Brewing Company,WA,47.911089000000004,-122.22024499999999,4.7,219.0,4.5,82.0,"What a friendly little place! They're open for business right now and you can take out whatever beer you would like. And an extra bonus, if you are a...",4.6,301.0
6118,Taproom,Crue Brew Brewery,MA,41.977781,-71.073227,4.7,132.0,4.5,18.0,Stopped by for some beer to go. Very friendly service and great beer! We'll be back to try more beer and relax in their patio.,4.6,150.0
6119,Taproom,Crystal Coast Brewing Company,NC,34.700907,-76.741374,4.7,106.0,4.0,26.0,Hubby and I made a quick covid getaway. We found this awesome brewery!! Great brews and great place to come chill from the heat.,4.35,132.0
6120,Taproom,Cueni Brewing Co,FL,28.014694,-82.788955,4.8,208.0,4.5,70.0,I love the atmosphere here! It's super cute and everyone that works here is super friendly! The beers weren't bad but I'm not a beer drinker I just tried my...,4.65,278.0
6121,Taproom,Culture Brewing Co,CA,32.991613,-117.27071000000001,4.6,335.0,4.5,346.0,"I tried the grapefruit seltzer, pineapple hoppy wheat, and tart pineapple wit beers. I'm a fan. It's around $4-$5 a small pour. It's mandatory to buy meat...",4.55,681.0
6122,Taproom,Cultured Collective,FL,30.179945,-81.70125999999999,4.7,18.0,5.0,6.0,Yeh! Orange Park gets another Brewery.  its a house remix into a business  the back is open like a garage with huge industrial doors around two sides and...,4.85,24.0
6123,Taproom,Culver Beer Company,CA,33.132735,-117.258296,4.9,97.0,4.5,110.0,"Cheap beer and delicious sandwiches. 

The employees are super chill, patient, and helpful. We got 2 sandwiches (2 bags of chips included) and 2 beer...",4.7,207.0
6125,Taproom,Cynosure Brewing,AK,61.16834300000001,-149.882026,4.8,62.0,4.5,22.0,"Just wanted to shout-out this brewery again, for hanging in there and adapting post-COVID.

We went on a Friday night to check out the ""Melt' foodtruck....",4.65,84.0
6127,Taproom,Cypress Grove Brewing,IL,39.554575,-89.080012,5.0,5.0,5.0,1.0,"Just outside Assumption, Illinois is Cypress Grove Farm, where ""belties"" - a traditional Scottish breed of beef cattle properly called the Belted Galloway -...",5.0,6.0
6128,Taproom,Cypress and Grove Brewing Company,FL,29.661393,-82.328438,4.6,233.0,4.0,48.0,This may well be my favorite brewery in Gainesville. The beer selection is large and there is something for all tastes. And the beer here is GOOD. The space...,4.3,281.0
6130,Taproom,Czig Meister Brewing Co,NJ,40.854352,-74.83149399999999,4.7,324.0,4.5,118.0,"7/12/2020
Czig has done a fabulous job with Covid and keeping open.  Seating is mostly shaded and first come first served.  The hostess will assign you a...",4.6,442.0
6131,Taproom,D and G Brewing Company,IL,41.91596,-88.319346,4.8,91.0,4.5,20.0,"Great, hidden brewery in St. Charles.  Good beer, nice atmosphere and friendly, knowledgable staff!",4.65,111.0
6134,Taproom,Daft Badger Brewing,ID,47.691579,-116.782975,4.8,348.0,4.5,202.0,"Love this place! Great patio and amazing nachos. This is a go-to spot for me. 

Dogs are welcome on the patio and there are always ciders on tap for non...",4.65,550.0
6136,Taproom,Dakota Shivers Brewing,SD,44.351089,-103.77216899999999,4.8,72.0,5.0,10.0,What a gem. Great beer and really nice people. Well priced. Has a great tasting room atmosphere. Thank you! Free popcorn too!,4.9,82.0
6137,Taproom,Dalton Union,OH,40.296762,-83.449306,4.9,243.0,4.5,25.0,Dalton Union is a wonderful winery and brewery. Tonya and Dale made us feel at home as we tasted all the wonderful beers and hard ciders. Definitely worth a...,4.7,268.0
6139,Taproom,Damascus Brewery,VA,36.640254999999996,-81.80203399999999,4.6,85.0,4.5,12.0,Brewery was awesome. Had a large outdoor area with cornhole boards. The pumpkin stout is the way to go!,4.55,97.0
6140,Taproom,Dancing Gnome Beer,PA,40.494347999999995,-79.932681,4.7,326.0,4.5,99.0,We love going to all of the local breweries and follow upcoming releases. Dancing Gnome is known for their IPAs (not my beer of choice) but they put out...,4.6,425.0
6141,Taproom,Dancing Kilt Brewery,VA,37.35138,-77.397497,4.8,17.0,4.5,5.0,I visited on a Saturday afternoon and upon walking in there are table tops and full tables to sit at. If it wasn't Covid there would be a bar to sit at. I...,4.65,22.0
6142,Taproom,Dangerous Man Brewing Co,MN,45.001020000000004,-93.266327,4.7,822.0,4.5,336.0,"Sooo good. I have had this brewery on my TC brewery yelp list for-ev-er, but since I'm in south Minneapolis it is always an epic adventure for me to get to...",4.6,1158.0
6143,Taproom,Danielmark's Brewing Company,WY,41.135298999999996,-104.81367,4.7,162.0,4.0,321.0,"If you're in the area, go to here! While traveling, I stopped in because they had a patio area and it was a nice day. I had a kick ass server (I think her...",4.35,483.0
6144,Taproom,DankHouse Brewing Company,OH,40.044021,-82.418552,4.8,168.0,4.5,17.0,"DankHouse is one of our new favorites. I just wish it was closer to Columbus! Though they were doing deliveries out to Columbus during quarantine, not sure...",4.65,185.0
6145,Taproom,Danny Boy Beer Works,IN,39.971564,-86.19709300000001,4.2,192.0,3.5,172.0,Nestled in the middle of the Village at West Clay. It's a great place to enjoy a drink and a meal outside. Kids are welcome. I saw some dogs outside too....,3.85,364.0
6146,Taproom,DarkHeart Brewing,CA,38.646158,-121.36369099999999,4.8,42.0,4.5,28.0,"Great beer! Fun atmosphere and nice patio. Staff is super friendly and even took me on a ""tour"" of the brewing equipment. (She let me check out the brewing...",4.65,70.0
6147,Taproom,Dave's Brew Farm,WI,44.973428000000006,-92.17559399999999,4.8,18.0,5.0,10.0,Checked out this place yesterday. I was a little unsure of what to expect because the website was kinda limited but it was one of the coolest breweries I've...,4.9,28.0
6148,Taproom,De Bine Brewing Company,FL,28.078333,-82.76764200000001,4.8,225.0,4.0,68.0,Fantastic fun brewery with creative delicious brews! Great service every time...we will be back to De Bine. All the Cool Kids are Brewing It,4.4,293.0
6151,Taproom,Dead Hippie Brewing,CO,39.649260999999996,-105.00403,4.7,136.0,4.5,57.0,"Our Friday May 8th visit was great. The guys working were attentive, helpful, and upbeat. When my son is in town we have a tradition of going on a mini brew...",4.6,193.0
6152,Taproom,Dead Oak Brewing Company,CA,35.489737,-120.668649,4.6,42.0,4.5,38.0,"Good brews, service and games.
In town from LA and this place is amazing.
Glad we stopped by, will definitely come again.",4.55,80.0
6153,Taproom,Deadline Brewing Project,VA,36.911078,-76.07024399999999,4.7,73.0,4.5,18.0,I really enjoyed my visit with my best friends there last night. They had music bingo and it was a little loud but we couldn't hear each other at times but...,4.6,91.0
6154,Taproom,Dearborn Brewing,MI,42.306529,-83.243411,4.5,99.0,4.0,43.0,From the moment we walked in the door to Dearborn Brewing we felt cozy and comfortable.  It's a smaller intimate space that just feels right for consuming...,4.25,142.0
6155,Taproom,Death Of The Fox,NJ,39.814617999999996,-75.224944,4.5,116.0,4.5,44.0,"Coffee and beer, the best combo of all! They are the best at both brews - the coffee is exceptional with tons of great flavor options as well as the perfect...",4.5,160.0
6156,Taproom,Death Valley Brewing,CA,35.84827,-116.226739,4.8,38.0,4.5,17.0,As always this place is perfect for a great beer!  Absolutely amazing location with pizza and growlers to go!  Ask for the FLIPPIN hot beer. Its the best...,4.65,55.0
6158,Taproom,Decibel Brewing Co,WA,47.833185,-122.21041299999999,4.5,90.0,3.5,41.0,"Great beer (!!!) and a funky, chill place to hang out... funky in a good way (opposite of corporate gastro-pubs). Their American Wheat is my fave (malty and...",4.0,131.0
6160,Taproom,Deep Brewing Company,FL,30.488976,-84.226845,4.9,169.0,5.0,43.0,"Stopped in to stock up on beer for quarantine. Great selection of beers, they have growlers or cans to go. The Spear Pressure is exceptionally delicious....",4.95,212.0
6162,Taproom,Deep River Brewing Company,NC,35.659213,-78.46651,4.8,248.0,4.5,71.0,"Can't go wrong here when you're in the mood for a craft beer.  Lot of tables still outside, properly spaced apart.

Fantastic and friendly bartenders...",4.65,319.0
6163,Taproom,Deft Brewing,CA,32.764263,-117.199101,4.9,145.0,5.0,130.0,First time in this brewery vary friendly staff awesome place for a beer pizza was good plenty of seating and. Covid friendly,4.95,275.0
6164,Taproom,Delta Beer Lab,WI,43.037021,-89.382244,4.7,103.0,4.5,15.0,"Stopped by here for the Vuture vegan comfort food pop up that was happening yesterday. I hadn't heard of Delta Beer Lab, but I'm excited that they're...",4.6,118.0
6165,Taproom,Delta Borne Brewing,CA,38.666328,-121.382124,4.8,27.0,5.0,18.0,Love the owners here they are super friendly. Great beer and great times what more could you ask for. Come support local we can't afford to lose a place...,4.9,45.0
6167,Taproom,Dented Keg Brewing Company,PA,40.687556,-80.05457,4.5,132.0,4.5,55.0,"Awesome spot right off of Route 228 in the Seven Fields / Adams Township area. We stopped in during reopening weekend after western PA moved into the ""green...",4.5,187.0
6168,Taproom,Dented Keg Brewing Company,PA,40.687556,-80.05457,4.5,132.0,4.5,55.0,"Awesome spot right off of Route 228 in the Seven Fields / Adams Township area. We stopped in during reopening weekend after western PA moved into the ""green...",4.5,187.0
6169,Taproom,Dented Keg Brewing Company,PA,40.687622999999995,-80.054423,4.5,132.0,4.5,55.0,"Awesome spot right off of Route 228 in the Seven Fields / Adams Township area. We stopped in during reopening weekend after western PA moved into the ""green...",4.5,187.0
6170,Taproom,Dented Keg Brewing Company,PA,40.687622999999995,-80.054423,4.5,132.0,4.5,55.0,"Awesome spot right off of Route 228 in the Seven Fields / Adams Township area. We stopped in during reopening weekend after western PA moved into the ""green...",4.5,187.0
6171,Taproom,Denton County Brewing Company,TX,33.216368,-97.13118399999999,4.8,153.0,4.5,43.0,"Love their beers! Large selection made in-house, plus other brands, as well. Favorites at last week's visit: Poppy's Brown Ale & a blueberry IPA. Glad they...",4.65,196.0
6172,Taproom,Depot Bottom Brewery,TN,35.681101,-85.76994300000001,4.9,34.0,3.0,2.0,"The downtown revitalization of McMinnville has done wonders for this town, but the addition of DBB is truly a level up. This place is instantly welcoming....",3.95,36.0
6173,Taproom,Deschutes Brewery Tasting Room Roanoke VA,VA,37.270576,-79.939245,4.7,263.0,4.5,32.0,Good place to grab a drink and relax.  They had COVID restrictions in place but seemed to be plenty of room for all.  Nice atmosphere,4.6,295.0
6174,Taproom,Desert Monks Brewing Co,AZ,33.329994,-111.792346,4.8,75.0,4.5,28.0,"A first rate brewery in hidden in Gilbert Town Square. The selection seems to change a little from visit to visit, which keeps things fresh.   The Trinity...",4.65,103.0
6175,Taproom,Deviant Wolfe Brewing,FL,28.811584000000003,-81.268691,4.8,122.0,4.5,43.0,"Very cool spot for a beer. Nice variety of beers in a chill, CLEAN environment, which is so important considering the current Covid climate! Bar tender was...",4.65,165.0
6177,Taproom,Device Brewing Company,CA,38.539342,-121.40645400000001,4.7,136.0,4.5,176.0,"On Saturday, 10/24/2020, I went to New Glory Craft Brewery.  The beers were nice and I was specially impressed with Sarah who seem to be pretty...",4.6,312.0
6179,Taproom,Devil and the Deep,TX,29.303765000000002,-94.795177,4.7,86.0,4.5,21.0,"I stopped through here on my visit through town, and it turned out to be my favorite part of the trip. Delicious craft brews on tap, excellent service, and...",4.6,107.0
6180,Taproom,Devil's Creek Brewery,NJ,39.916872,-75.071628,4.7,145.0,4.5,61.0,A great brewery in a great location.  Friendly staff and a variety of fantastic beers.  Something for every beer drinker taste.  My favorite is the Jolly...,4.6,206.0
6181,Taproom,Devout Brewing,PA,40.397114,-79.607291,4.8,85.0,4.5,13.0,First time here at Devout Brewing. We were initially headed to Yellow Bridge and said we have to stop here first. I'm glad we did. As you travel to the...,4.65,98.0
6182,Taproom,Dew Point Brewing,DE,39.808839,-75.673771,4.7,107.0,4.5,27.0,"Beautiful outdoor space. Great live music outdoors with people social distancing, Great beer and a food truck on a Friday night in the summer. Wow so lucky...",4.6,134.0
6183,Taproom,Dialectic Brewing Company,ND,46.825971,-100.895251,4.9,58.0,5.0,1.0,Great couple running this place. Putting their hard earned degrees to work coming up with not only a fun name but fun combinations in brews. Great tastes!...,4.95,59.0
6184,Taproom,Dialogue Brewing,NM,35.097815000000004,-106.645619,4.5,298.0,4.5,94.0,The beer is always good here. I love the atmosphere of the brewery. The metal sculptures and outdoor seating are super cool. Since we are currently unable...,4.5,392.0
6186,Taproom,Dicks Brewing Co,WA,46.735168,-123.00138799999999,4.5,68.0,4.0,36.0,Pretty good food Like the rueben sandwich but it could use some more spices or flavor. But its a bit better than Talking Cedar's Rueben imho.,4.25,104.0
6190,Taproom,Diner Brew Co,NY,40.909147999999995,-73.783986,4.9,33.0,5.0,13.0,I enjoyed an awesome night at the Diner Brew Co. Tap Room several months ago with friends and loved it so much - I decided to host my birthday party there...,4.95,46.0
6192,Taproom,Dirt Farm Brewing,VA,39.099864000000004,-77.836395,4.7,468.0,4.0,192.0,"Dirt Farm is a great Fall social distancing activity. We went on a Friday afternoon and most of the tables were occupied, but we were able to move up to a...",4.35,660.0
6193,Taproom,Dirty Couch Brewing,WA,47.661101,-122.391714,4.8,50.0,4.5,16.0,"Came here on a Thursday in the late afternoon, there was only one person working so it was a bit slower, (surprisingly quite a few people for a work day)...",4.65,66.0
6194,Taproom,Dirty Job Brewing,TX,32.564335,-97.14224,4.5,144.0,4.5,36.0,"For a brewpub, they have great food. Nachos made with pork carnitas, pizzas, pretzels, beer cheese, brats. Oh yeah, the beer is good too.",4.5,180.0
6196,Taproom,Discovery Bay Brewing,WA,48.106778999999996,-122.80253400000001,4.8,48.0,4.5,7.0,"Good, interesting beers and the largest and nicest outdoor beer garden in town. We appreciated that they were cognizant of Covid safety and enjoyed the...",4.65,55.0
6197,Taproom,Disgruntled Brewing,MN,46.590866999999996,-95.557477,4.5,111.0,4.0,14.0,"Off the beaten path even in Perham... Once you find it, an ideal bucolic setting for some killer local beer. Lunch Pail Lager, IPA, and ca.6 to 8 others....",4.25,125.0
6199,Taproom,Distant Brewing,CA,37.637834999999995,-118.96715400000001,4.8,44.0,4.5,53.0,"Not a ton of social distancing going on inside (which they've opened up for dining as of late June), which was a little worrisome, but aside from that our...",4.65,97.0
6200,Taproom,District 1 Brewing Company,WI,44.532665,-89.57591,4.8,49.0,5.0,3.0,This place is great.  Originally from Madison--now live in Lake Gevena.  Passing through SP to celebrate my wedding anniversary.  We love to find beer and...,4.9,52.0
6202,Taproom,Divine Barrel Brewing,NC,35.250298,-80.79628100000001,4.8,246.0,4.5,64.0,Awesome spot! Friendly knowledgeable staff. The outdoor seating is perfect and we had some great beer. Also felt very safe and clean. 10 out of 10!,4.65,310.0
6203,Taproom,Division 23 Brewing,CA,32.890372,-117.16286699999999,4.7,60.0,4.5,79.0,"I got an invitation from Division 23 to come down for a visit. I had not been for a long while and I had enjoyed my first time there, so I was glad to drop...",4.6,139.0
6204,Taproom,Doc's Cellar,CA,35.257766,-120.642835,4.8,87.0,5.0,16.0,"Making beer is so fun. 

Sure, it takes a while and can get kind of messy, but the idea of having something like five gallons of beer to give to friends (or...",4.9,103.0
6205,Taproom,Docent Brewing,CA,33.483206,-117.675605,4.7,298.0,4.5,330.0,"In an industrial park in Capistrano Beach, CA is the very cool Docent Brewing. This is a return visit. Last year there wasn't a pandemic going on. We...",4.6,628.0
6206,Taproom,Dog Days Brewing,WA,47.56596,-122.625348,4.6,85.0,4.0,44.0,Great brew pub that is extremely dog friendly. Also they regularly have live music and support the local arts scene. No food but head down to the Mexican...,4.3,129.0
6208,Taproom,Doghaus Brewery,WA,47.594582,-120.659979,4.8,94.0,4.5,69.0,"My favorite spot in town!
This tiny gem is the perfect spot for good beer, finding conversations & a few great doggo pats. 
Joel is fantastic and helps run...",4.65,163.0
6209,Taproom,Dogleg Brewing Company,CA,33.135619,-117.235448,4.8,27.0,4.0,21.0,Great atmosphere and awesome brews! They are open for take out-we picked up a growler and a 4 pack of crowlers-delicious!,4.4,48.0
6210,Taproom,Door 4 Brewing Co,IL,39.846982000000004,-88.975818,4.6,75.0,4.5,6.0,"I had my birthday bash here a couple weeks ago and we had a great time!! Rachel helped us with the details, decisions; she was super accommodating all the...",4.55,81.0
6211,Taproom,Door 4 Brewing Co,IL,39.846982000000004,-88.975818,4.6,75.0,4.5,6.0,"I had my birthday bash here a couple weeks ago and we had a great time!! Rachel helped us with the details, decisions; she was super accommodating all the...",4.55,81.0
6212,Taproom,Door 4 Brewing Co,IL,39.846897999999996,-88.97586899999999,4.6,75.0,4.5,6.0,"I had my birthday bash here a couple weeks ago and we had a great time!! Rachel helped us with the details, decisions; she was super accommodating all the...",4.55,81.0
6213,Taproom,Door 4 Brewing Co,IL,39.846897999999996,-88.97586899999999,4.6,75.0,4.5,6.0,"I had my birthday bash here a couple weeks ago and we had a great time!! Rachel helped us with the details, decisions; she was super accommodating all the...",4.55,81.0
6214,Taproom,Door County Brewing Co,WI,45.066705999999996,-87.12729,4.6,341.0,4.5,106.0,"This place was awesome. Their outdoor seating area was so special. I also really enjoyed their hazy IPA's! 
Was hoping for some good glassware but it sounds...",4.55,447.0
6215,Taproom,Dos Desperados Brewery,CA,33.136944,-117.193551,4.7,66.0,4.5,101.0,"So happy this brewery is open again. Even with social distancing guidelines in effect, the atmosphere is friendly and warm. I like the Blood Orange IPA...",4.6,167.0
6216,Taproom,Dos Luces Brewery,CO,39.693954999999995,-104.987155,4.8,133.0,4.5,44.0,"Kind of Corny

Wow!! I was so impressed with the beer here! Dos Luces uses corn as the main ingredient for their brews, much like the Incans did. The taste...",4.65,177.0
6217,Taproom,Double Barley Brewing,NC,35.566774,-78.338086,4.7,178.0,4.5,63.0,"We had an awesome time at Double Barley brewing on our drive from NYC to Florida. We stopped for the night in Smithfield, and arrived about 30 minutes...",4.6,241.0
6218,Taproom,Double Bluff Brewing,WA,48.040317,-122.40908400000001,4.4,72.0,4.0,30.0,"This was a very cute spot. My husband and cousin stopped for a beer here, and there was plenty of room for us to join them at their table. It is very small...",4.2,102.0
6220,Taproom,Double Groove Brewing,MD,39.568651,-76.358614,4.9,45.0,5.0,6.0,"Beer is some of the best around!! Wonderful owners who know their stuff!  Neat taproom with vinyl records to play (once Covid is done). Food trucks, outside...",4.95,51.0
6222,Taproom,Double Shift Brewing,MO,39.091916,-94.578249,4.6,229.0,4.0,82.0,"We enjoy visiting different breweries on Sunday afternoons, but I especially enjoy when they also have a great sour selection. Double shift has their sours...",4.3,311.0
6223,Taproom,Dovetail Brewery,IL,41.956357000000004,-87.674554,4.7,279.0,4.5,125.0,"Last evening, my husband and I decided to get a drink outdoors, our first ""dining out"" experience since March. We have been extremely cautious, always...",4.6,404.0
6224,Taproom,Downey Brewing Company,MI,42.31638,-83.170937,4.8,112.0,5.0,28.0,Great family owned business with amazing customer service. Will definitely come back again next time we are in town,4.9,140.0
